pensioner_id,name,dob,gender,join_date,retirement_date,years_of_service,monthly_pension,pension_type,lump_sum,region,last_contribution,spouse_count,beneficiary_name,payment_method,bank_account_mask,inflation_index,active_flag,created_at,age_at_retirement,pension_status,beneficiary_name_missing,data_issue_flag
P016296,Joseph Williams,1959-03-09,F,1991-02-07,2020-03-04,29,1093.75,Defined Benefit,0.0,North,2019-04-29,0,Beneficiary Not Registered,Direct Deposit,****7473,1.0312,0,2025-02-17T17:10:30.922519,61.0,Active,1,1
P016297,Linda Thomas,1957-10-22,M,1976-11-05,2018-08-03,41,1856.58,Defined Benefit,0.0,South,2016-09-14,0,E***,Bank Transfer,****3799,1.0256,0,2021-11-30T17:10:30.922821,60.0,Active,0,1
P016298,Jessica Martinez,1941-08-28,F,1968-09-26,2007-02-12,38,1149.45,Defined Benefit,0.0,East,2005-06-17,0,Beneficiary Not Registered,Bank Transfer,****8553,1.0293,0,2021-01-26T17:10:30.923072,65.0,Active,1,1
P016299,Karen Anderson,1937-10-10,F,1957-08-10,1995-05-12,37,761.18,Defined Benefit,0.0,South,1993-07-05,0,M***,Direct Deposit,****5274,1.0226,0,2024-05-12T17:10:30.923414,57.0,Active,0,1
P016300,Robert Williams,1950-08-02,F,1973-06-13,2009-05-13,35,1442.26,Defined Benefit,0.0,North,2008-10-20,1,Beneficiary Not Registered,Bank Transfer,****1890,1.0092,0,2022-02-03T17:10:30.923679,58.0,Active,1,1
P016301,Mary Martinez,1957-01-15,M,1982-10-28,2018-03-14,35,2106.78,Defined Benefit,14747.46,West,2017-04-07,1,J***,Bank Transfer,****4914,1.0171,0,2024-10-17T17:10:30.924071,61.0,Active,0,1
P016302,Elizabeth Anderson,1964-06-22,F,1985-07-19,2024-10-20,39,1991.89,Defined Benefit,0.0,South,2024-08-01,1,Beneficiary Not Registered,Bank Transfer,****9244,1.0186,0,2024-09-15T17:10:30.924360,60.0,Active,1,1
P016303,Karen Martinez,1967-12-10,F,1993-08-05,2036-08-02,43,1739.9,Defined Benefit,0.0,South,2034-10-03,1,J***,Bank Transfer,****9786,1.0093,1,2021-05-31T17:10:30.924701,68.0,Active,0,1
P016304,Susan Garcia,1938-10-03,F,1970-08-31,2007-05-19,36,1308.34,Defined Benefit,0.0,East,2006-11-06,1,Beneficiary Not Registered,Bank Transfer,****9532,1.0173,0,2023-02-02T17:10:30.924964,68.0,Active,1,1
P016305,Jennifer Moore,1967-07-04,F,1992-03-03,2025-04-07,33,1498.59,Defined Contribution,0.0,East,2024-10-24,0,Beneficiary Not Registered,Bank Transfer,****1408,1.0128,0,2022-07-20T17:10:30.925285,57.0,Active,1,1
P016306,Susan Smith,1941-10-04,M,1964-09-09,2008-03-08,43,1495.98,Defined Benefit,0.0,Central,2006-08-04,1,J***,Direct Deposit,****9872,1.0107,0,2021-10-03T17:10:30.925633,66.0,Active,0,1
P016307,Patricia Jones,1965-10-26,M,1991-10-21,2033-10-08,41,2301.43,Defined Benefit,0.0,South,2032-10-01,0,C***,Bank Transfer,****3341,1.0322,1,2025-08-07T17:10:30.925946,67.0,Active,0,1
P016308,Jessica Thomas,1964-06-25,M,1982-08-29,2028-02-04,45,1921.81,Defined Benefit,17296.29,East,2027-09-03,1,Beneficiary Not Registered,Direct Deposit,****9659,1.0078,1,2022-11-17T17:10:30.926246,63.0,Active,1,1
P016309,Richard Garcia,1936-06-03,M,1956-03-20,1996-02-19,39,2238.63,Defined Benefit,0.0,East,1994-04-12,0,Beneficiary Not Registered,Bank Transfer,****8807,1.038,0,2024-03-03T17:10:30.926537,59.0,Active,1,1
P016310,Barbara Garcia,1960-12-17,F,1993-06-21,2021-06-21,28,1873.14,Defined Benefit,0.0,West,2019-10-30,1,Beneficiary Not Registered,Bank Transfer,****5216,1.0298,0,2024-05-30T17:10:30.926813,60.0,Active,1,1
P016311,Jessica Williams,1950-10-06,M,1984-04-17,2017-03-10,32,2001.21,Defined Benefit,0.0,South,2015-04-17,0,P***,Cheque,****6183,1.0092,0,2022-08-14T17:10:30.927166,66.0,Active,0,1
P016312,Michael Hernandez,1960-05-15,F,1977-08-20,2028-09-29,51,2224.1,Defined Benefit,0.0,East,2027-02-19,1,Beneficiary Not Registered,Bank Transfer,****4454,1.0272,1,2023-08-15T17:10:30.927447,68.0,Active,1,1
P016313,Jennifer Williams,1963-10-07,F,1997-08-23,2023-11-09,26,2129.99,Defined Benefit,0.0,South,2023-05-17,1,S***,Bank Transfer,****8070,0.9988,0,2024-10-11T17:10:30.927813,60.0,Active,0,1
P016314,Elizabeth Rodriguez,1941-02-25,M,1972-05-20,1997-06-23,25,2144.79,Defined Contribution,0.0,Central,1995-08-01,0,Beneficiary Not Registered,Bank Transfer,****1229,1.0075,0,2022-02-17T17:10:30.928058,56.0,Active,1,1
P016315,Thomas Brown,1972-02-21,F,1991-04-22,2039-10-23,48,1125.36,Defined Contribution,0.0,South,2038-06-16,0,E***,Bank Transfer,****4641,1.0319,1,2023-06-23T17:10:30.928338,67.0,Active,0,1
P016316,Sarah Garcia,1964-04-05,F,1984-09-14,2032-02-19,47,1769.93,Defined Benefit,0.0,West,2030-04-22,1,E***,Direct Deposit,****5720,1.0243,1,2021-04-27T17:10:30.928684,67.0,Active,0,1
P016317,Elizabeth Brown,1935-04-07,M,1956-11-16,1991-11-14,35,1598.01,Defined Benefit,0.0,West,1990-02-07,2,Beneficiary Not Registered,Bank Transfer,****3581,1.0226,0,2021-07-12T17:10:30.928970,56.0,Active,1,1
P016318,James Moore,1975-05-29,M,1995-12-20,2041-06-25,45,1033.16,Defined Benefit,0.0,West,2040-12-09,0,Beneficiary Not Registered,Bank Transfer,****3504,1.0162,1,2024-12-20T17:10:30.929220,66.0,Active,1,1
P016319,Richard Johnson,1943-01-17,F,1962-04-04,2006-05-24,44,1947.4,Defined Benefit,0.0,North,2006-02-05,1,Beneficiary Not Registered,Bank Transfer,****5815,1.0216,0,2021-01-26T17:10:30.929451,63.0,Active,1,1
P016320,William Johnson,1943-04-24,M,1972-04-16,2001-07-09,29,2154.55,Defined Contribution,0.0,North,2000-04-16,0,E***,Cheque,****8221,1.0329,0,2025-09-28T17:10:30.929795,58.0,Active,0,1
P016321,Jennifer Hernandez,1940-07-15,M,1974-01-12,2002-05-20,28,1945.89,Defined Benefit,0.0,South,2002-01-25,1,M***,Bank Transfer,****5498,1.0145,0,2024-03-13T17:10:30.930226,61.0,Active,0,1
P016322,John Miller,1973-09-16,F,1999-05-25,2043-07-29,44,631.69,Defined Contribution,0.0,North,2041-09-07,1,Beneficiary Not Registered,Bank Transfer,****3578,1.0384,1,2021-02-01T17:10:30.930521,69.0,Active,1,1
P016323,William Wilson,1970-05-15,F,1988-09-02,2034-01-05,45,1167.51,Defined Benefit,0.0,East,2033-12-25,0,T***,Bank Transfer,****9350,1.0239,1,2023-05-19T17:10:30.930853,63.0,Active,0,1
P016324,Elizabeth Anderson,1940-09-12,M,1967-07-07,2009-07-28,42,1034.58,Defined Benefit,0.0,Central,2007-08-01,0,Beneficiary Not Registered,Cheque,****7916,1.0172,0,2021-12-31T17:10:30.931094,68.0,Active,1,1
P016325,John Miller,1960-05-26,F,1991-11-19,2016-01-11,24,965.58,Defined Benefit,0.0,East,2015-12-01,0,L***,Bank Transfer,****5086,1.0185,0,2024-04-05T17:10:30.931416,55.0,Active,0,1
P016326,Richard Wilson,1948-08-27,F,1967-06-21,2006-05-29,38,1277.16,Defined Benefit,43423.44,East,2006-01-31,0,J***,Bank Transfer,****5438,1.0067,0,2024-09-06T17:10:30.931753,57.0,Active,0,1
P016327,Michael Jackson,1964-06-27,M,1996-12-15,2025-10-26,28,2036.57,Defined Benefit,0.0,East,2024-10-27,0,S***,Bank Transfer,****5253,1.019,0,2024-04-18T17:10:30.932068,61.0,Active,0,1
P016328,Thomas Lopez,1944-01-13,F,1965-04-13,2009-06-05,44,1747.32,Defined Benefit,0.0,South,2007-06-11,0,Beneficiary Not Registered,Cheque,****5460,1.0315,0,2025-07-03T17:10:30.932348,65.0,Active,1,1
P016329,Jennifer Martinez,1963-05-27,M,1985-07-11,2019-09-20,34,722.61,Defined Contribution,0.0,West,2018-08-30,0,Beneficiary Not Registered,Bank Transfer,****8287,1.0108,0,2023-04-14T17:10:30.932606,56.0,Active,1,1
P016330,Jessica Martinez,1973-05-06,F,2001-01-27,2037-02-27,36,2448.81,Defined Benefit,0.0,Central,2035-11-23,1,Beneficiary Not Registered,Bank Transfer,****6606,1.0434,1,2022-07-25T17:10:30.932914,63.0,Active,1,1
P016331,Joseph Taylor,1961-09-29,F,1995-01-25,2027-09-03,32,1377.15,Defined Benefit,0.0,Central,2026-04-23,1,Beneficiary Not Registered,Bank Transfer,****3028,1.0197,1,2023-01-18T17:10:30.933178,65.0,Active,1,1
P016332,William Jones,1939-08-12,M,1971-01-20,1995-11-20,24,1765.19,Defined Contribution,0.0,West,1994-10-03,1,Beneficiary Not Registered,Bank Transfer,****3830,1.0175,0,2024-12-23T17:10:30.933465,56.0,Active,1,1
P016333,Barbara Williams,1965-08-13,F,1984-09-14,2020-08-24,35,1313.81,Defined Benefit,17079.53,East,2019-04-27,1,J***,Bank Transfer,****5706,1.0003,0,2025-08-21T17:10:30.933802,55.0,Active,0,1
P016334,Jessica Smith,1949-07-13,F,1967-07-12,2007-03-21,39,1290.39,Defined Benefit,0.0,West,2006-01-12,0,Beneficiary Not Registered,Cheque,****3750,1.0217,0,2025-09-27T17:10:30.934087,57.0,Active,1,1
P016335,Linda Anderson,1956-10-25,M,1979-12-17,2013-02-11,33,1804.54,Defined Benefit,0.0,South,2011-12-24,0,Beneficiary Not Registered,Cheque,****9290,1.0238,0,2023-07-09T17:10:30.934352,56.0,Active,1,1
P016336,Sarah Wilson,1972-01-06,M,1999-02-17,2028-07-31,29,1966.95,Defined Benefit,0.0,Central,2028-02-29,1,P***,Cheque,****8990,1.0138,1,2024-01-01T17:10:30.934671,56.0,Active,0,1
P016337,Susan Wilson,1971-05-16,M,1998-05-15,2026-01-10,27,2870.12,Defined Benefit,0.0,West,2024-06-27,1,Beneficiary Not Registered,Bank Transfer,****7943,1.005,1,2025-04-30T17:10:30.934941,54.0,Active,1,1
P016338,Linda Davis,1959-04-02,M,1978-09-27,2014-04-22,35,1787.42,Defined Contribution,19661.62,North,2013-10-27,0,J***,Bank Transfer,****1105,1.0213,0,2024-01-18T17:10:30.935242,55.0,Active,0,1
P016339,Richard Wilson,1968-05-01,M,2000-06-03,2032-12-19,32,1386.79,Defined Contribution,0.0,West,2031-03-30,1,W***,Bank Transfer,****9962,1.0125,1,2021-12-21T17:10:30.935614,64.0,Active,0,1
P016340,Patricia Davis,1947-01-14,M,1966-07-06,2011-01-14,44,793.83,Defined Benefit,0.0,North,2009-12-08,0,Beneficiary Not Registered,Bank Transfer,****9376,1.0235,0,2021-09-23T17:10:30.935903,64.0,Active,1,1
P016341,Jennifer Gonzalez,1974-12-14,F,2001-11-24,2040-09-21,38,2294.95,Defined Benefit,0.0,South,2040-08-14,0,M***,Bank Transfer,****6188,1.0211,1,2021-12-04T17:10:30.936270,65.0,Active,0,1
P016342,Karen Gonzalez,1950-06-28,F,1968-12-26,2020-07-07,51,1795.48,Defined Benefit,0.0,North,2019-10-12,0,J***,Bank Transfer,****2500,1.0176,0,2021-07-24T17:10:30.936565,70.0,Active,0,1
P016343,Jessica Garcia,1939-09-29,M,1960-09-24,2004-12-13,44,1761.77,Defined Benefit,0.0,North,2004-02-23,1,S***,Bank Transfer,****8216,1.0283,0,2024-10-07T17:10:30.936868,65.0,Active,0,1
P016344,Jessica Jones,1951-04-07,M,1979-05-03,2013-11-05,34,1019.06,Defined Benefit,0.0,North,2012-10-04,1,Beneficiary Not Registered,Direct Deposit,****3747,1.0155,0,2023-01-02T17:10:30.937128,62.0,Active,1,1
P016345,Thomas Miller,1972-11-12,F,1998-04-12,2027-06-01,29,724.19,Defined Benefit,0.0,West,2027-04-25,0,M***,Bank Transfer,****3199,1.0135,1,2022-11-26T17:10:30.937415,54.0,Active,0,1
P016346,Sarah Martinez,1943-09-26,M,1968-04-07,2014-03-13,45,2286.74,Defined Benefit,34301.1,East,2012-08-21,1,J***,Bank Transfer,****4764,1.0123,0,2023-02-19T17:10:30.937725,70.0,Active,0,1
P016347,Jennifer Smith,1966-04-07,F,1987-11-09,2032-02-29,44,2356.14,Defined Benefit,32985.96,Central,2030-05-12,1,Beneficiary Not Registered,Bank Transfer,****9140,1.0231,1,2021-04-04T17:10:30.938056,65.0,Active,1,1
P016348,Michael Anderson,1951-11-27,F,1981-08-12,2010-04-28,28,1701.02,Defined Benefit,11907.14,West,2008-09-09,0,Beneficiary Not Registered,Direct Deposit,****9521,1.0044,0,2021-02-05T17:10:30.938359,58.0,Active,1,1
P016349,Susan Garcia,1969-03-20,F,2000-06-04,2025-12-19,25,1659.55,Defined Benefit,0.0,North,2024-02-18,0,W***,Bank Transfer,****9944,1.0055,1,2025-11-08T17:10:30.938644,56.0,Active,0,1
P016350,Michael Smith,1961-12-07,M,1994-07-22,2016-03-31,21,2458.2,Defined Benefit,0.0,Central,2015-09-22,1,Beneficiary Not Registered,Direct Deposit,****7414,1.0087,0,2021-11-29T17:10:30.938923,54.0,Active,1,1
P016351,Barbara Taylor,1946-01-16,M,1969-03-15,2005-09-08,36,714.69,Defined Benefit,0.0,East,2004-10-14,1,Beneficiary Not Registered,Bank Transfer,****4501,1.0197,0,2021-05-12T17:10:30.939191,59.0,Active,1,1
P016352,John Gonzalez,1935-09-20,M,1968-03-05,2000-03-25,32,1380.76,Defined Benefit,26234.44,North,1999-05-05,0,W***,Bank Transfer,****1343,1.0077,0,2024-05-27T17:10:30.939509,64.0,Active,0,1
P016353,Patricia Thomas,1941-01-11,M,1965-03-05,2003-08-25,38,1012.07,Defined Contribution,0.0,South,2002-08-15,0,Beneficiary Not Registered,Bank Transfer,****3023,1.0376,0,2021-06-04T17:10:30.939756,62.0,Active,1,1
P016354,David Martinez,1944-04-10,F,1973-02-19,2010-02-24,37,1206.26,Defined Contribution,42219.1,North,2009-10-16,1,R***,Bank Transfer,****1726,1.0257,0,2021-06-28T17:10:30.940084,65.0,Active,0,1
P016355,Jessica Wilson,1968-07-15,F,2001-02-19,2025-10-17,24,2340.73,Defined Contribution,46814.6,West,2023-12-23,0,C***,Direct Deposit,****7380,1.0123,0,2025-07-30T17:10:30.940395,57.0,Active,0,1
P016356,Patricia Moore,1973-01-30,M,2006-07-29,2033-02-06,26,1718.73,Defined Benefit,0.0,North,2032-11-18,1,M***,Bank Transfer,****1016,1.0307,1,2024-12-25T17:10:30.940750,60.0,Active,0,1
P016357,Elizabeth Jones,1936-06-08,M,1960-01-23,1991-01-10,30,1855.89,Defined Benefit,0.0,North,1989-11-11,1,Beneficiary Not Registered,Bank Transfer,****1176,1.0172,0,2023-11-14T17:10:30.941069,54.0,Active,1,1
P016358,Linda Anderson,1945-06-23,M,1969-10-19,2006-08-01,36,1771.25,Defined Benefit,0.0,South,2006-06-18,0,Beneficiary Not Registered,Bank Transfer,****9610,1.0294,0,2025-09-23T17:10:30.941378,61.0,Active,1,1
P016359,Patricia Garcia,1945-12-12,M,1973-12-24,2006-10-21,32,1805.83,Defined Benefit,0.0,South,2005-03-25,1,Beneficiary Not Registered,Bank Transfer,****9046,1.0376,0,2025-07-08T17:10:30.941628,60.0,Active,1,1
P016360,Elizabeth Martinez,1952-10-10,F,1982-11-28,2022-05-23,39,2168.51,Defined Benefit,60718.28,North,2021-06-23,0,M***,Cheque,****1715,1.0323,0,2024-02-18T17:10:30.941967,69.0,Active,0,1
P016361,William Rodriguez,1954-08-15,M,1975-01-31,2022-11-01,47,1800.83,Defined Benefit,30614.11,West,2020-11-27,1,T***,Direct Deposit,****9429,1.0283,0,2023-10-30T17:10:30.942284,68.0,Active,0,1
P016362,Mary Hernandez,1970-08-24,M,1999-07-27,2036-08-28,37,1625.13,Defined Benefit,0.0,East,2036-03-24,0,J***,Bank Transfer,****5503,1.0018,1,2023-08-06T17:10:30.942609,66.0,Active,0,1
P016363,Barbara Rodriguez,1955-06-05,F,1982-08-06,2021-11-29,39,1260.11,Defined Contribution,0.0,South,2020-04-03,1,J***,Bank Transfer,****6200,1.0152,0,2022-11-03T17:10:30.942899,66.0,Active,0,1
P016364,Michael Hernandez,1958-09-17,F,1992-12-21,2022-04-26,29,1897.97,Defined Benefit,0.0,West,2020-11-03,0,J***,Bank Transfer,****1866,1.0226,0,2021-05-23T17:10:30.943258,63.0,Active,0,1
P016365,Thomas Brown,1949-04-14,F,1983-03-15,2018-12-07,35,1558.0,Defined Contribution,0.0,North,2018-01-24,0,J***,Bank Transfer,****3442,1.0036,0,2020-12-15T17:10:30.943570,69.0,Active,0,1
P016366,Jennifer Wilson,1957-04-19,M,1982-09-18,2017-08-09,34,2554.41,Defined Benefit,0.0,West,2016-08-20,1,T***,Cheque,****6769,1.0343,0,2023-06-26T17:10:30.943879,60.0,Active,0,1
P016367,Linda Rodriguez,1953-04-01,M,1971-08-25,2008-04-04,36,1758.56,Defined Benefit,14068.48,North,2008-03-06,1,Beneficiary Not Registered,Bank Transfer,****4274,1.0166,0,2021-06-09T17:10:30.944192,55.0,Active,1,1
P016368,Susan Brown,1958-02-22,M,1989-07-28,2022-08-19,33,1336.05,Defined Benefit,0.0,East,2020-11-21,2,Beneficiary Not Registered,Bank Transfer,****3069,1.0393,0,2025-03-25T17:10:30.945001,64.0,Active,1,1
P016369,Michael Johnson,1947-09-26,M,1977-08-07,2014-04-26,36,1552.59,Defined Benefit,0.0,North,2013-04-17,1,T***,Bank Transfer,****3013,1.0146,0,2025-10-03T17:10:30.945454,66.0,Active,0,1
P016370,Elizabeth Williams,1973-07-05,F,1994-02-11,2028-02-16,34,1591.72,Defined Contribution,0.0,East,2027-12-20,0,P***,Direct Deposit,****9486,1.0056,1,2022-03-13T17:10:30.945830,54.0,Active,0,1
P016371,Jennifer Jones,1942-08-16,M,1961-07-22,1998-11-22,37,1474.16,Defined Benefit,0.0,South,1998-09-06,0,Beneficiary Not Registered,Bank Transfer,****9196,1.0103,0,2024-12-15T17:10:30.946191,56.0,Active,1,1
P016372,William Taylor,1946-01-30,M,1967-02-01,2000-06-27,33,1671.45,Defined Benefit,0.0,East,2000-01-28,0,S***,Cheque,****3525,1.0374,0,2022-07-15T17:10:30.946546,54.0,Active,0,1
P016373,Thomas Johnson,1949-10-06,M,1982-04-12,2012-03-10,29,1973.03,Defined Benefit,0.0,South,2010-10-06,1,R***,Bank Transfer,****5145,1.0236,0,2022-11-15T17:10:30.946881,62.0,Active,0,1
P016374,Elizabeth Hernandez,1953-12-05,M,1973-09-11,2021-06-26,47,1427.42,Defined Contribution,12846.78,East,2020-07-29,0,S***,Direct Deposit,****1809,1.0135,0,2023-01-26T17:10:30.947272,67.0,Active,0,1
P016375,Barbara Johnson,1954-07-10,M,1984-07-12,2020-01-23,35,1298.85,Defined Contribution,0.0,East,2018-12-30,1,Beneficiary Not Registered,Direct Deposit,****8293,1.0068,0,2025-10-29T17:10:30.947558,65.0,Active,1,1
P016376,Susan Williams,1961-11-16,F,1980-05-31,2029-05-15,48,2065.49,Defined Benefit,0.0,East,2027-11-09,0,B***,Bank Transfer,****9800,1.0281,1,2022-06-24T17:10:30.947954,67.0,Active,0,1
P016377,Richard Brown,1973-08-11,M,1999-02-01,2039-09-05,40,1324.31,Defined Benefit,0.0,East,2037-12-08,1,Beneficiary Not Registered,Bank Transfer,****1428,1.0183,1,2023-10-16T17:10:30.948219,66.0,Active,1,1
P016378,Charles Jackson,1948-02-05,F,1969-05-02,2018-12-31,49,1381.96,Defined Benefit,11055.68,South,2018-10-10,0,Beneficiary Not Registered,Direct Deposit,****2436,1.0192,0,2024-05-10T17:10:30.948488,70.0,Active,1,1
P016379,David Jones,1960-08-20,F,1981-09-21,2025-06-17,43,1692.79,Defined Benefit,0.0,North,2023-09-08,0,R***,Cheque,****7114,1.0199,0,2022-08-19T17:10:30.948854,64.0,Active,0,1
P016380,Sarah Rodriguez,1955-03-27,M,1986-06-13,2023-10-12,37,1678.13,Defined Contribution,0.0,North,2022-11-30,0,Beneficiary Not Registered,Bank Transfer,****2373,1.0076,0,2021-12-19T17:10:30.949153,68.0,Active,1,1
P016381,Jessica Thomas,1969-06-30,M,1998-09-21,2032-10-12,34,2718.51,Defined Benefit,86992.32,South,2031-11-22,0,Beneficiary Not Registered,Bank Transfer,****4670,1.017,1,2023-11-02T17:10:30.949449,63.0,Active,1,1
P016382,Mary Davis,1957-09-10,F,1976-10-01,2013-04-07,36,1847.69,Defined Benefit,0.0,North,2011-08-11,1,Beneficiary Not Registered,Bank Transfer,****4204,1.0187,0,2023-09-05T17:10:30.949705,55.0,Active,1,1
P016383,Robert Martinez,1952-05-22,M,1971-02-07,2008-04-17,37,974.61,Defined Benefit,0.0,East,2007-01-02,0,Beneficiary Not Registered,Bank Transfer,****4493,1.0448,0,2021-10-13T17:10:30.950008,55.0,Active,1,1
P016384,Patricia Jackson,1959-05-24,M,1982-12-04,2014-09-15,31,1689.48,Defined Benefit,0.0,North,2014-06-28,0,Beneficiary Not Registered,Bank Transfer,****9555,1.0078,0,2025-04-07T17:10:30.950328,55.0,Active,1,1
P016385,James Brown,1952-11-25,M,1976-02-16,2008-02-13,32,2001.78,Defined Benefit,62055.18,East,2006-07-03,1,Beneficiary Not Registered,Bank Transfer,****5534,1.0322,0,2021-02-17T17:10:30.950655,55.0,Active,1,1
P016386,Thomas Taylor,1967-12-25,M,1994-11-30,2025-01-08,30,846.44,Defined Benefit,0.0,West,2023-03-22,1,Beneficiary Not Registered,Bank Transfer,****3953,1.035,0,2024-11-30T17:10:30.950972,57.0,Active,1,1
P016387,Elizabeth Moore,1942-12-12,M,1961-04-25,2012-04-10,50,1265.72,Defined Benefit,0.0,West,2012-01-30,0,J***,Bank Transfer,****1959,1.0087,0,2025-07-10T17:10:30.951361,69.0,Active,0,1
P016388,Elizabeth Brown,1948-04-27,M,1975-01-02,2007-10-03,32,1788.61,Defined Benefit,0.0,South,2006-12-03,1,Beneficiary Not Registered,Direct Deposit,****4915,1.0386,0,2025-09-30T17:10:30.951608,59.0,Active,1,1
P016389,David Jackson,1944-08-20,M,1972-03-25,2014-01-23,41,1815.63,Defined Contribution,0.0,Central,2012-06-12,0,C***,Bank Transfer,****1147,1.0298,0,2024-07-05T17:10:30.951898,69.0,Active,0,1
P016390,Elizabeth Taylor,1946-09-17,M,1971-12-26,2015-06-08,43,1469.71,Defined Benefit,11757.68,West,2014-02-13,1,J***,Bank Transfer,****9472,1.0171,0,2023-01-14T17:10:30.952303,68.0,Active,0,1
P016391,Jennifer Davis,1945-04-30,F,1975-01-25,2003-09-10,28,1549.73,Defined Benefit,0.0,East,2003-03-20,0,Beneficiary Not Registered,Bank Transfer,****5894,1.0219,0,2021-12-26T17:10:30.952556,58.0,Active,1,1
P016392,Barbara Jones,1974-12-28,M,2005-11-29,2032-12-13,27,1972.62,Defined Benefit,0.0,North,2032-09-14,1,P***,Bank Transfer,****1591,1.0244,1,2020-12-16T17:10:30.952934,58.0,Active,0,1
P016393,Richard Lopez,1957-03-11,F,1982-11-03,2023-08-31,40,1478.32,Defined Benefit,0.0,West,2023-05-17,0,Beneficiary Not Registered,Bank Transfer,****5889,1.0255,0,2024-03-19T17:10:30.953228,66.0,Active,1,1
P016394,Richard Davis,1962-04-18,M,1983-04-03,2028-09-06,45,2148.04,Defined Benefit,0.0,South,2027-12-13,0,E***,Bank Transfer,****5731,1.0249,1,2022-02-13T17:10:30.953602,66.0,Active,0,1
P016395,Michael Martinez,1954-02-04,F,1974-08-17,2022-07-25,47,1687.79,Defined Benefit,0.0,East,2020-10-15,1,J***,Bank Transfer,****6015,1.0501,0,2023-04-23T17:10:30.954008,68.0,Active,0,1
P016396,Jennifer Hernandez,1957-04-10,F,1985-09-13,2018-01-22,32,2126.89,Defined Contribution,0.0,Central,2017-09-18,0,J***,Bank Transfer,****6038,1.0109,0,2023-10-01T17:10:30.954358,60.0,Active,0,1
P016397,Thomas Moore,1966-06-29,M,1992-11-18,2034-06-13,41,1504.8,Defined Benefit,0.0,North,2032-12-07,1,Beneficiary Not Registered,Direct Deposit,****1301,1.0268,1,2024-12-30T17:10:30.954684,68.0,Active,1,1
P016398,Linda Thomas,1947-08-13,M,1971-03-18,2002-12-26,31,2343.24,Defined Benefit,0.0,East,2002-07-10,0,Beneficiary Not Registered,Bank Transfer,****1320,1.0123,0,2024-08-20T17:10:30.954983,55.0,Active,1,1
P016399,Jessica Williams,1943-11-16,M,1967-09-16,1998-12-16,31,1735.99,Defined Contribution,0.0,North,1998-04-20,1,Beneficiary Not Registered,Bank Transfer,****5679,1.0136,0,2025-09-10T17:10:30.955212,55.0,Active,1,1
P016400,Jennifer Garcia,1939-09-10,M,1959-09-27,2004-05-24,44,2493.77,Defined Benefit,0.0,South,2003-01-14,0,S***,Direct Deposit,****9716,1.0154,0,2024-03-23T17:10:30.955580,64.0,Active,0,1
P016401,Susan Williams,1969-07-26,M,1992-11-06,2039-01-18,46,1319.01,Defined Contribution,0.0,North,2037-05-27,0,W***,Bank Transfer,****3581,1.0357,1,2021-06-10T17:10:30.955895,69.0,Active,0,1
P016402,Sarah Jones,1948-07-18,M,1983-04-09,2006-03-07,22,2368.37,Defined Contribution,0.0,East,2004-08-25,0,S***,Bank Transfer,****1853,1.0265,0,2021-11-20T17:10:30.956219,57.0,Active,0,1
P016403,Linda Taylor,1972-07-14,M,2004-03-02,2033-09-02,29,1240.8,Defined Contribution,0.0,West,2032-01-16,0,S***,Bank Transfer,****6934,1.0322,1,2022-03-27T17:10:30.956556,61.0,Active,0,1
P016404,Barbara Anderson,1949-08-30,M,1980-10-24,2011-08-23,30,1444.97,Defined Benefit,0.0,North,2010-10-07,0,J***,Bank Transfer,****7346,1.0058,0,2021-11-06T17:10:30.956902,62.0,Active,0,1
P016405,Elizabeth Brown,1965-02-04,F,1997-06-14,2029-11-05,32,1799.66,Defined Contribution,0.0,North,2028-10-10,1,R***,Direct Deposit,****6877,1.0183,1,2022-11-16T17:10:30.957231,64.0,Active,0,1
P016406,Jennifer Martin,1937-11-03,F,1956-07-22,2006-04-02,49,1729.48,Defined Benefit,0.0,North,2006-03-21,2,M***,Bank Transfer,****4468,1.0195,0,2022-08-17T17:10:30.957553,68.0,Active,0,1
P016407,Jennifer Gonzalez,1968-08-01,M,1988-11-30,2025-12-21,37,1275.07,Defined Contribution,0.0,East,2025-10-15,0,Beneficiary Not Registered,Direct Deposit,****8545,1.0129,1,2023-01-06T17:10:30.957856,57.0,Active,1,1
P016408,Robert Jones,1947-11-20,F,1971-11-09,2011-06-15,39,1916.47,Defined Benefit,0.0,West,2010-01-14,0,R***,Cheque,****6001,1.0185,0,2023-03-19T17:10:30.966363,63.0,Active,0,1
P016409,Thomas Davis,1963-09-07,M,1983-10-30,2027-04-28,43,1241.41,Defined Benefit,0.0,North,2025-11-29,0,Beneficiary Not Registered,Bank Transfer,****3430,1.0325,1,2025-10-13T17:10:30.966614,63.0,Active,1,1
P016410,Charles Moore,1958-02-12,M,1989-03-27,2022-07-10,33,887.78,Defined Benefit,0.0,South,2022-06-01,0,C***,Cheque,****3730,1.022,0,2024-09-13T17:10:30.966970,64.0,Active,0,1
P016411,Barbara Lopez,1939-11-16,F,1963-07-13,2009-06-20,45,1870.96,Defined Benefit,0.0,West,2008-04-07,1,Beneficiary Not Registered,Cheque,****5108,1.0231,0,2023-01-27T17:10:30.967263,69.0,Active,1,1
